law_title,url,heading,level,text
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثانيًا: البطلان,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثالثًا: آثار إبطال العقد وبطلانه,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: النيابة في التعاقد,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: آثار العقد,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الخامس: تفسير العقد,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع السادس: فسخ العقد وانفساخه أولًا: الإقالة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثانيًا: خيار الشرط,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثالثًا: الإخلال بالالتزام,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,رابعًا: استحالة التنفيذ,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,خامسًا: آثار فسخ العقد وانفساخه,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,سادسًا: الدفع بعدم التنفيذ,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: التصرف بإرادة منفردة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: الفعل الضار,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الأول: مسؤولية الشخص عن فعله,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: المسؤولية عن فعل الغير,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: المسؤولية عن الضرر الناجم عن الأشياء,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: التعويض عن الضرر,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الرابع: الإثراء بلا سبب,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الأول: دفع غير المستحق,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: الفضالة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: عدم سماع الدعوى,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الخامس: النظام,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الثاني: آثار الالتزام,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الأول: التنفيذ العيني,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: التنفيذ بطريق التعويض,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: ضمانات تنفيذ الالتزام,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الأول: استعمال الدائن حقوق مدينه (الدعوى غير المباشرة),3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: دعوى عدم نفاذ تصرفات المدين في حق دائنيه,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: حبس المال,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: الإعسار,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الثالث: الأوصاف العارضة على الالتزام الفصل الأول: الشرط والأجل الفرع الأول: الشرط,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: الأجل,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: تعدد محل الالتزام,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: تعدد طرفي الالتزام الفرع الأول: تضامن الدائنين,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: الدين المشترك,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: تضامن المدينين,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: عدم قابلية الالتزام للانقسام,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الرابع: انتقال الالتزام الفصل الأول: حوالة الحق,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: حوالة الدين,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: التنازل عن العقد,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الخامس: انقضاء الالتزام الفصل الأول: انقضاء الالتزام بالوفاء الفرع الأول: طرفا الوفاء,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: رفض الوفاء,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: محل الوفاء وزمانه ومكانه ونفقاته,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: انقضاء الالتزام بما يعادل الوفاء الفرع الأول: الوفاء البديل,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: المقاصة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: اتحاد الذمة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: انقضاء الالتزام دون الوفاء به الفرع الأول: الإبراء,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: استحالة التنفيذ,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: عدم سماع الدعوى بمرور الزمن (التقادم المانع من سماع الدعوى),3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,القسم الثاني: العقود المسماة الباب الأول: العقود الواردة على الملكية الفصل الأول: عقد البيع,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الأول: المبيع والثمن,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: آثار عقد البيع أولًا: التزامات البائع,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثانيًا: التزامات المشتري,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: البيع في مرض الموت,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: بيع النائب لنفسه,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الخامس: بيع الحقوق المتنازع فيها,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع السادس: بيع ملك الغير,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: عقد المقايضة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: عقد الهبة الفرع الأول: إنشاء عقد الهبة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: آثار عقد الهبة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: الرجوع في الهبة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الرابع: عقد القرض,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الخامس: عقد الصلح,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل السادس: عقد المسابقة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الثاني: العقود الواردة على المنفعة الفصل الأول: عقد الإيجار الفرع الأول: إنشاء عقد الإيجار,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: التزامات المؤجر,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: التزامات المستأجر,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: انتهاء عقد الإيجار,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الخامس: إيجار الأرض للزراعة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: عقد الإعارة الفرع الأول: إنشاء عقد الإعارة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: آثار عقد الإعارة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: انتهاء عقد الإعارة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الثالث: العقود الواردة على العمل الفصل الأول: عقد المقاولة الفرع الأول: إنشاء عقد المقاولة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: التزامات المقاول,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: التزامات صاحب العمل,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: المقاولة من الباطن,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الخامس: انتهاء عقد المقاولة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: عقد العمل,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: عقد الوكالة الفرع الأول: إنشاء عقد الوكالة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: التزامات الوكيل,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: التزامات الموكل,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: انتهاء عقد الوكالة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الرابع: عقد الإيداع الفرع الأول: إنشاء عقد الإيداع,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: التزامات المودع لديه,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: التزامات المودع,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: انتهاء عقد الإيداع,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الخامس: عقد الحراسة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الرابع: عقود المشاركة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الأول: عقد الشركة الفرع الأول: إنشاء عقد الشركة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: آثار عقد الشركة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: انتهاء عقد الشركة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: عقد المضاربة الفرع الأول: إنشاء عقد المضاربة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: آثار عقد المضاربة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: انتهاء عقد المضاربة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثالث: عقد المشاركة في الناتج الفرع الأول: أحكام عامة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: عقد المشاركة الزراعية,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الخامس: عقد الكفالة وعقد التأمين الفصل الأول: عقد الكفالة الفرع الأول: إنشاء عقد الكفالة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: آثار عقد الكفالة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: انتهاء عقد الكفالة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: عقد التأمين,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,القسم الثالث: الحقوق العينية الباب الأول: الحقوق العينية الأصلية الفصل الأول: حق الملكية الفرع الأول: أحكام عامة لحق الملكية أولًا: نطاق الحق,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثانيًا: قيود الملكية,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثالثًا: الملكية الشائعة وقسمتها,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,رابعًا: ملكية الوحدات العقارية,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: أسباب كسب الملكية أولًا: إحراز المباحات,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثانيًا: كسب الملكية بالضمان والإرث والوصية,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثالثًا: الالتصاق,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,رابعًا: العقد,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,خامسًا: الشفعة,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: أثر الحيازة على الملكية,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: الحقوق المتفرعة عن حق الملكية الفرع الأول: حق الانتفاع,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثاني: حق الاستعمال وحق السكنى,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الثالث: حق الوقف,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفرع الرابع: حق الارتفاق أولًا: إنشاء حق الارتفاق,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثانيًا: بعض أنواع حق الارتفاق,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,ثالثًا: آثار حق الارتفاق,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,رابعًا: انتهاء حق الارتفاق,3,
